,roberta_neg,roberta_neu,roberta_pos
dce070190c,1.687899,0.22815384,-1.7698917
8db4aaef4a,-0.8247176,1.6405748,-0.7423202
cf95521362,-0.16396868,0.7946216,-0.61292845
c1dc0dd0f6,-1.7584643,0.73096526,1.3653364
951e093497,-1.0764623,0.985517,0.22415832
5a34a7e52c,-2.6517215,-0.21206786,3.5971718
59f6677324,0.4118118,0.7218063,-0.99047935
9b0db4e33e,1.8148682,0.28905636,-1.7833185
c9e8281f8c,0.42711294,0.40009463,-0.7493154
cac1ba6f5a,1.7447685,0.19620349,-2.1209419
da8a88b872,-2.3860264,-0.61906767,3.756205
196e5dec12,1.4814223,0.7617309,-2.1226232
811dc7e401,2.4271724,-0.008571595,-2.4259753
a777619b23,0.30051157,0.75225854,-0.97059464
8cdaa4f6d8,1.3309697,0.2582006,-1.6631697
6aa5004916,1.5212579,-0.045755386,-1.3822268
ff7949688c,-2.2899897,-0.5146485,3.5920615
309706ed4f,-2.1278799,0.92828894,1.5186347
2.91E+08,-2.7594154,-0.34078163,3.9730062
afa094db6a,-2.329185,-0.28843993,3.2629292
b694518332,1.3773495,0.20259179,-1.666474
2d76387d6e,-1.927411,0.10766911,2.248583
0b3588bf63,-2.244073,-1.1601989,4.279822
0d401237c2,0.7051518,0.54035825,-1.1420187
3922543d77,1.5180888,0.4730209,-1.9868306
e3082089c9,-1.3474345,0.008738145,1.6273955
564c21df63,2.6919127,-0.097669885,-2.6339197
2c8062a094,2.8852901,-0.39738894,-2.396577
515793e794,0.09156267,0.8811376,-0.85850954
c435fb9416,-0.68118966,0.37611485,0.607297
c5279762d3,-1.0375874,0.6690701,0.67397535
97eeb0161d,2.605833,-0.41841388,-2.314749
f0f6fda1f6,-2.3934026,-0.6930284,3.9794664
e8ce4f8bdc,-2.3993251,-0.081046864,3.0030403
c881dc16e9,0.78283435,1.0884593,-1.8156507
89d0aed1ff,0.8149135,0.63087773,-1.5137323
2ef49da640,-0.9017671,0.9010085,0.11401897
7db53ed89f,-1.8207939,1.2508867,0.852046
a2819eaa7a,-2.403834,-0.8238529,4.2151093
37b50ef2a5,-2.2445464,-0.9835022,4.202142
4cc7d9995d,1.1604395,0.14224641,-1.2463309
c0abd616ab,-1.7326164,0.5830133,1.3902603
32058d2bb5,-1.5806215,0.48696434,1.3205191
144252776,-0.9628528,0.6319936,0.51986796
0c8dd8b628,2.479591,-0.4015991,-2.1951704
c80d7e9b26,1.6319847,0.563643,-2.1508021
102384b03c,0.57651263,0.9347877,-1.3889424
f97b498af4,-3.1345763,0.24997084,3.3898258
908abc1bd1,-2.3986683,-0.74059546,4.0802464
0187f448b1,2.0955472,-0.21570641,-1.8976529
e833f3a85d,2.809034,-0.06886475,-2.9273067
f980f61df3,-2.0401905,-0.8545875,3.8264642
07b57f906c,-0.8940308,1.459342,-0.20467779
18ee7c255c,-2.8398657,0.3053426,2.821596
f7dc083f08,-2.8595128,0.084332,3.2635622
6d43a06459,0.25952294,1.4188905,-1.4496402
44da06d16c,-2.913533,0.5000282,2.8273542
938f7e936c,-1.9917197,0.8445822,1.4066185
ffd54ac7f7,-1.5249633,1.6224129,-0.1742596
e1c4ad96a0,0.22855729,0.611181,-0.670906
68e6a47c75,1.8515956,0.20199232,-2.069931
05f4f3ddc3,2.0192678,0.06905419,-2.0552845
026d3b6611,-0.10044141,1.2570763,-1.1867266
aa7362d09b,-1.941546,-0.16806324,2.6780348
c10d6fac3d,3.320332,-0.80108386,-2.4469895
d554ee2fe0,0.7438969,0.56917566,-1.2251432
8534e70d73,-0.4534266,1.3168906,-0.744003
a9bc0bc35d,-2.6100678,0.8557378,1.9887308
4b2b6a59d4,-0.44251248,0.8162005,-0.062155314
80a1ed08bf,2.0762088,-0.099136874,-1.8201844
cebe0fc8d3,0.057932016,0.36453533,-0.31801113
a1833e30a5,2.989842,-0.52761525,-2.4787958
f820ad932c,-2.874486,0.5148455,2.7154334
9e25d010e9,1.6470757,0.20058423,-1.950802
a3b686ba61,-2.873209,-0.53543574,4.1185117
5d9b0f4b31,3.2157013,-0.8173178,-2.5142164
7e69bec42c,1.5237379,0.34092522,-2.0090444
422cd4f89f,-2.363855,0.5063273,2.3141253
d78be7b22e,-3.2342663,0.15346885,3.6165395
95db70d9c2,1.1458554,0.18063982,-1.1520983
f2f05cbdae,-3.093104,0.036494866,3.61443
ab43c568d8,0.066253304,0.50453746,-0.2871419
9b04365a55,0.81489426,0.44875425,-1.181904
2f136d0402,-0.5079952,1.3904154,-0.9175271
dc4fa42628,-1.1199188,0.8819407,0.326471
1cd62f2da1,-3.0864787,-0.08359949,3.4673502
170f84ffcf,2.2745464,-0.18546468,-2.1061592
c8e099fef6,-3.1545258,0.5047923,3.1185362
1e1cb8d9a4,-1.5734165,1.3090798,0.5029326
9d968ef838,-2.8585415,-0.37291008,3.9191322
ca10e6b390,-2.0566165,0.6386314,1.9071735
d59c09da6c,-2.3405666,-0.6331593,3.596673
16b8e23839,0.9299567,0.411703,-1.2196921
e9dd5ad752,-2.8636472,-0.052207924,3.4884875
a1ac7a0543,3.1244905,-0.38525546,-2.68515
56395aff30,-2.5206857,1.4482385,1.1514713
356c8f7848,-1.089446,1.4382281,-0.3696194
8d85d53e36,0.039803233,0.17818871,0.12634328
320a6e56fc,0.6651356,0.4198482,-1.0385162
88c2d7f95e,-1.020264,1.025817,0.21251255
0740ae9f9b,0.9353545,0.75961506,-1.8081588
4d7def819d,-1.7400341,0.10410314,2.0424318
50c0004af6,1.4097341,0.45119286,-1.9576262
bcbc9b5e75,1.5609615,0.12325053,-1.698923
93236f076c,-3.1445575,0.71673894,2.6652946
be4b907022,-2.6615965,0.6769675,2.2567883
760723a562,3.0193024,-0.5918278,-2.369693
f66a3af202,1.060065,0.5401602,-1.5742778
6e60ed6d59,2.5407667,-0.16149938,-2.418099
9c01aa6afd,-3.4168155,1.1738563,2.3764522
412790a2ed,-2.9273648,0.008344322,3.5035253
266d2b648f,3.0589223,-0.23777129,-2.6523845
4683236241,2.757935,-0.5255114,-2.1644127
3b45abf7b5,1.3654017,0.65367246,-1.9913069
9f8cd8c991,1.0720208,0.35928988,-1.1383743
c3a4f9710d,-0.83369607,1.4438832,-0.6048647
1914dd82b2,0.33908808,0.8020594,-1.2001047
51a31aa9a1,-2.03374,1.009805,1.3222972
7b9f3f4f39,-2.0765266,0.284612,2.2057204
88c7658eb5,0.479721,0.3313884,-0.647557
474b02cd39,-1.9764328,-0.092657015,2.4678562
a5cee2035b,-3.4545093,1.7416484,1.7904493
c7e1468a65,0.11162552,0.53325474,-0.6240239
5a877ae4b8,-2.6786072,-0.4287724,3.8625464
b8a77cd14c,-2.7844276,1.7401978,1.302722
b2bada7873,-1.0545218,1.5404876,-0.3836353
aab1caabf0,-1.1222317,0.27665544,1.1425222
7240ccb4b2,-1.9769751,0.9204462,1.1273056
c26aabf505,1.2167817,0.4896831,-1.599605
4f05a05989,-1.9558718,0.49208373,1.7104613
f4c7e939ef,-2.1288414,0.7665946,1.5401412
1f2a8f57c9,0.45190597,0.8693309,-1.3352758
9048ec6e22,-2.648179,-0.36634022,3.751916
c8a8b0e791,0.31204078,0.683673,-0.91802174
3cb4d10927,-0.65232843,0.10720769,0.8050147
112591001f,-2.7710743,-0.25634125,3.6461227
0b91f39c27,-1.0983706,0.72311664,0.5573434
bc28048a07,-0.1575162,0.9232074,-0.74545586
9f32a3213d,1.8860198,0.0027442425,-1.6920183
8d548b1783,-1.7589083,1.944479,-0.23218757
fc7842b0b4,1.7298858,0.09328542,-1.8185654
3285374ab0,1.3862159,0.436669,-1.9065409
d2141d6d47,-2.3434143,-0.4891705,3.6489372
c032793654,-2.7795286,0.9180428,2.2034411
8bb73c2ccd,0.642576,0.14860195,-0.67365575
0996990dca,-0.03416053,0.9072474,-0.8023033
c635a113c8,-3.0358725,0.40092236,2.9646573
88a4261005,-1.5051003,1.4626257,0.06051705
11b14ae498,-1.695683,0.8668017,1.0120411
12005b65fc,-0.75219214,1.7329184,-1.0840766
dbabff5048,-2.8865504,-0.061220564,3.6870308
0415387eb8,1.9849234,-0.15975077,-1.8827794
d26016300e,-2.4100404,-0.4359603,3.4906523
e150ad9d31,-2.3438704,-0.22234033,3.3227475
5c0e819f2b,-1.3708458,1.0605369,0.3242259
462978616d,1.4524465,0.30857956,-1.7956526
75dc8a3ff6,-2.0468354,0.92863464,1.1922344
a9a725abfa,-2.182414,1.2916336,1.0078256
ef1debc105,-1.9359815,1.1165177,0.8996914
5c2ae1e5f0,-0.63799256,1.5585761,-1.0179956
b820cb8056,-2.7900786,-0.28246123,3.6686969
dc6dae7f3b,0.5012524,0.26034445,-0.8176477
3d0c74e523,1.2236911,0.47068626,-1.6963054
0de2a265ef,-2.4047704,1.1008822,1.4959425
86ae985c48,-1.4449682,0.011137949,1.6551408
cc3b05f756,-2.717862,-0.23716564,3.46861
5524acce17,-1.5300908,0.27738398,1.4596857
b33e54d9c8,1.2552366,0.43101335,-1.6270579
f288113937,-0.7836508,0.53129613,0.25995243
1137d77ecc,2.4958158,-0.34379154,-2.2141354
496abe9ad9,2.7349274,-0.106966734,-2.5027342
5b204b5429,-3.315858,0.45363742,3.3453445
c0414a6961,-3.24775,-0.033298403,3.8386123
65bef2f8c9,1.889602,0.3604197,-1.880356
65e715d6e5,-1.1207719,0.3022412,1.1099076
4b34697ec5,0.36530334,0.6288699,-0.9078072
36c50ba510,-2.6618853,0.9807288,1.8230125
cea5b3f191,1.8783078,-0.07571848,-1.6400615
aa221b6a7d,-1.9116335,1.4392254,0.48462
ffcd5cb36e,-1.6635191,1.6916728,0.040844373
cb8ff954c0,-2.6184995,0.5382474,2.5184338
af9a810c77,1.5451963,0.004511215,-1.4671503
d98aa88591,-0.42124546,1.3756185,-1.0496047
a7977acf38,-2.150512,1.5502021,0.80312634
5a9faa4da8,-0.8124226,1.4118717,-0.5603866
1b8c3ffa29,-0.60797167,1.6248809,-1.1362042
aa1a163174,-1.9669752,1.2087307,0.8804301
a4bb5d0c5c,-1.640074,-0.51294965,2.8657355
24e58e264b,2.820334,-0.25027335,-2.6364448
01f2c9bae6,-1.8595724,0.6174427,1.47839
e02cb0c9a8,0.8125084,0.78563917,-1.6456826
3f8df1fed3,0.94917786,0.7781055,-1.7253226
4b8092674a,-1.9481703,-0.3560189,3.0847206
ef7149efd3,2.756157,-0.36570793,-2.4624126
c00890fdfc,-2.9946718,-0.25636086,3.835426
e3592de395,-1.6354034,0.77412885,1.3739346
ad970e1d3f,1.7580311,0.583738,-2.3421211
098f6ce321,0.016253006,0.83833605,-0.86917746
2cd5a21fbc,-3.1688943,0.7950854,2.715734
fcc4f3baa5,-1.6533687,-0.118598536,2.2467713
b86fe0c61a,-0.13722794,1.3913796,-1.3121611
ea1b1fd1bb,-1.0837089,1.9865313,-0.98138344
ec00ec25c7,0.7816339,0.35854065,-0.97023046
17d1fdde01,-1.4387908,0.17829879,1.5547923
91de6a547d,-2.5889163,-0.35717,3.5540612
6e8fb1ede7,0.92979115,0.37525356,-1.3244497
fd9f6c3e21,1.8907213,0.026336655,-1.7398518
c3892f8e77,-0.6641215,1.5709777,-0.74496675
639aeb628f,-1.8786519,0.74645317,1.3909041
ef465b57eb,-2.342729,-0.2088118,3.222211
e0ead16a3d,-0.29504493,1.362239,-0.95814264
b09213d54b,2.5119503,-0.16613527,-2.1948676
79256fbe62,1.6791568,0.46887457,-2.264114
5813e09e81,1.8947134,0.19402872,-2.0970814
50d03d593e,-1.3558236,1.0189627,0.72604746
6816923abd,2.0916877,0.15743278,-2.3572526
2524332d66,1.74889,0.60646063,-2.3763902
1900a6978a,2.2977715,0.22578262,-2.348254
e8d9d9671b,1.2090092,0.4005491,-1.6132296
c69ccdfa56,-3.1107273,-0.07574831,3.6397128
3c6723fa1b,1.0728811,1.1799042,-2.4591985
85e2495324,2.3834524,-0.0078298,-2.200798
16b52fbd17,1.5641094,0.17683093,-1.6650485
755bcfd6a2,0.7933042,0.2654193,-0.82845277
fdc09f2f0b,-0.5734336,1.1049654,-0.53436863
1643564ce1,0.06047586,0.40580225,-0.43595907
b4b9d74b06,-2.3590972,0.13925375,2.5612736
b593189c2d,-2.8870645,2.2093222,0.58610344
7a83b8c7e2,1.0043414,0.22162333,-1.0838231
66762b14cd,-2.4804845,0.9582943,1.7803429
7d59117a75,-2.6563838,-0.68951744,4.1646304
a769b2340c,0.6169669,0.16734156,-0.5759934
4d31092a19,1.8993971,0.2436627,-2.0046537
fc4660a609,-2.4065933,-0.613262,3.8528874
74450e128f,-1.3929591,-0.35687697,2.5270195
337ebe2747,-1.2246693,-0.48669595,2.3765569
9db7e301b9,-2.6741502,-0.407588,3.8779511
7013b54ea6,-1.5550969,1.5446191,0.062564604
990c3cf35f,2.5920603,-0.045050144,-2.4737167
10c5d92ceb,2.148417,0.6694114,-2.4082186
b8293bb838,0.55058455,0.41992795,-0.97862256
cb8cb99053,-0.8542269,1.1877215,-0.22565892
a22d319e5f,-3.1082215,0.56371677,2.9326801
4d3de34efa,-1.8808432,1.4310774,0.5437108
8e092e15ed,-1.1780686,0.2972983,1.1141437
356fce670b,-0.3650536,0.55419487,-0.012881078
1ad6adf2ab,-1.5478189,1.2600529,0.5065667
53dbbbdf7d,-1.984452,0.63082147,1.7349623
5534df9445,-2.4522254,-0.8750154,4.219959
ea390d1f7b,1.7688477,-0.19504192,-1.5183707
7880cbca66,0.769254,0.8559558,-1.6018587
58aa2e3401,1.5307124,0.35104233,-1.8790082
d65a8658b0,-2.055159,-0.23202525,2.8597703
3e99f423ba,1.1674471,0.19022973,-1.1848078
d1b38c33f4,-0.19075611,0.8687209,-0.6518201
0345e7e526,0.39536858,0.6765149,-1.0496094
53eacec2ef,1.031923,0.6968738,-1.6206824
ad2d036578,-0.41030592,0.3299166,0.27547172
9e5e8ab6a4,1.2898338,0.3973496,-1.5691653
47126dd509,-2.444714,0.1706028,2.7374072
e9ef9a00e9,-1.4490738,0.9103519,0.62971216
3da51fc31b,-2.203147,1.457324,0.83584416
ddc89d5956,-3.5446296,0.864178,2.9249465
499f7fe7dc,2.7153547,-0.42536306,-2.203156
1f35cb2e27,-2.6105518,-0.34359628,3.5683708
23ea783065,-0.26572978,0.5247025,0.04611253
dbae8ffc58,0.90015,0.5732402,-1.3857013
46e5a5f63b,1.3318595,0.17865787,-1.1065223
b9d896f209,-1.7043567,1.5506617,0.17680293
25080c4bad,-3.0471616,-0.1682571,3.7998497
760b2e5dfe,1.5438088,0.41814435,-1.9745473
580f2c99e1,-2.413924,-0.16417472,3.144341
e243bee98c,-2.65242,-0.6210276,4.13516
12b499b4ca,-3.277983,1.6969357,1.6379658
95410148bf,1.1150697,0.18636446,-1.3188893
3acd68b4cb,-2.7921178,-0.23832388,3.6062417
f3933c4b73,0.9868358,0.7523378,-1.7073327
245e5f25e2,-0.7998203,0.021501966,1.0584489
70740addc0,-0.5312422,1.4982133,-1.0421811
29d1ec5e7e,0.937146,0.3768134,-1.3017086
78a3ef0435,-3.4353154,0.5224114,3.3472736
f71ed6b273,-2.945799,-0.34337735,3.9959607
abc7f39d90,-0.89744085,1.0762198,0.0744668
b145670ac9,1.8820039,-0.20396553,-1.6817471
a193f3b9e1,2.9432254,-0.28342122,-2.9189847
cccb3d7081,-1.5537757,0.9889436,0.7411051
07ae045cbe,-2.6386273,-0.45837462,3.6613188
a5640db7a7,0.20408168,0.79516625,-0.7957682
cc1a219c1c,1.6511408,0.17081548,-1.7713562
1eac051f9c,-0.084152356,0.61552453,-0.4671617
31f2861133,0.2690124,0.2319297,-0.46666804
8e65e54144,-2.5288656,0.75651693,2.2712379
61ee532258,-3.1273375,0.21979235,3.3154936
52020ad422,-2.1667957,1.1751629,1.3344886
7bbc5a2473,-2.5499713,-0.3902712,3.451209
dd2a769f04,-2.5907073,1.5194087,1.2951862
b4ebfb22c6,-2.7819204,0.124945804,3.0969496
51bdb4d865,0.013333779,0.22772928,-0.028581642
f948e704f4,-2.5105078,-0.25590682,3.204149
87fa9ce0c5,1.0935159,0.7260928,-1.546359
f734459c4c,-2.7122273,0.8873546,2.0702305
5e14887b13,0.3702197,0.3024999,-0.56081545
85eb03d6b8,0.2400856,0.42202693,-0.59508014
7909fa421f,-0.5366879,0.28273088,0.3133188
36631a41d0,2.2791934,0.019066438,-2.3520832
8f11bf53a2,-0.3964042,1.6576947,-1.2909001
7e21d8a7ab,3.1465507,-0.52032524,-2.6464958
2f00504c96,-1.8092067,1.3728507,0.5566138
bc14c389af,-0.708895,1.0185964,-0.1244906
dae7a3eeb1,1.8740131,0.052361116,-1.8660039
9b7811b2e0,-2.495738,0.3698809,2.3558555
06b8d9e26c,-1.8794832,0.7363063,1.603378
bcd7910701,-0.1877557,-0.12435879,0.6915263
7c229b34c1,1.4565837,0.3721031,-1.8637894
f26105a320,0.71240765,0.30142206,-0.9675442
0a5e7d6cb1,0.067787856,1.1248926,-0.88188386
b34a3fd669,-2.5504901,-0.10022826,3.2535744
05810a7cdd,-2.8722777,-0.34043062,3.952259
8531be3694,-2.650648,-0.031229347,3.1918752
70187852a7,-3.1604843,0.807503,2.629887
31d03bff54,-2.7295046,0.14806534,3.1547348
2938f51a3a,0.938622,0.80456775,-1.6759876
a153babf33,-0.15974857,0.68311214,-0.67793405
4baf1c6930,-0.5242363,0.19969742,0.36393106
d409e4ce46,-2.2647607,-0.105955355,3.1875892
dbc696a3ef,0.095398754,1.2774073,-1.558251
237b093176,1.6845964,0.5437719,-2.053889
2b8b0a7d10,0.31788346,1.1884155,-1.6940047
a8a1e94417,1.4201086,0.4963258,-1.9488162
c99820b355,1.0618079,0.08501479,-0.88351864
4841c38e53,-3.3222494,1.1309241,2.4036744
bd3b30d13c,-2.9557502,-0.38627034,4.0334334
8c03f75944,-1.6846366,1.1662928,0.82774764
570a5c063b,0.5003659,0.2045161,-0.58111954
383aa5ec8b,-2.354023,0.91601026,1.5552136
038a99e313,-2.5239851,-0.8228235,4.23426
8862c02132,2.5954359,0.10953306,-2.6475093
d83606a58a,-2.9756365,0.8176556,2.588719
9412b17d47,-3.0450592,1.3964388,1.7686498
db76d74945,-3.2255552,-0.0362864,3.8418257
f873960a48,1.1251304,0.6788268,-1.6374406
aaf69acf6f,-0.084381804,0.8586304,-0.66676265
361b6281a6,2.3907824,-0.013882935,-2.4839559
1fb696a58c,-3.306838,-0.11705755,3.885518
51f56d7464,0.01273353,0.72846997,-0.7659031
1b673ea212,1.2222809,0.56468785,-1.6776979
ffe02fe3f5,0.309719,1.3114684,-1.5594652
8255b23e72,-1.3866107,-0.17904946,2.0966358
e108bb4fa1,-0.50495106,1.1952312,-0.55138063
9599acaca6,0.082253754,0.63095963,-0.5651108
3bd6b2df8c,-1.9261131,0.3654397,1.7963086
c281b14817,-2.601451,1.8735206,0.93374157
93eb6effbb,-1.211926,1.4189873,0.05236151
30abfb5b07,-1.5293312,1.0818106,0.5756154
419862456e,2.1267827,-0.029422611,-2.086587
5c8a453297,-1.070896,-0.72069323,2.6245873
2bbe1f652e,-2.2775526,0.45875835,2.2227042
0eb1ab3558,0.86769646,0.81383795,-1.8000644
baf2ccb1cc,-1.6416514,1.001369,1.0679508
259a4c12db,-2.9358208,-0.31955755,3.8378215
b56c29ed7d,1.7717037,0.2110812,-1.8880666
f1f8d50eff,1.1749611,0.19230607,-1.5648679
f61ae5403a,-3.1694477,1.634773,1.6097299
97fd42d38b,0.7339048,0.23189902,-0.84576035
72624c934f,0.04779275,0.1257125,0.049110003
20967289f5,-2.8349547,-0.025265545,3.4452891
bd5f768159,-2.3763144,-0.48550355,3.6342487
9b1060a30e,-2.3576467,1.2364252,1.303599
704dfebd66,1.7754006,0.5829015,-2.3428335
1177c602c8,-3.3891933,0.9297144,2.6652098
92866f7b8c,-2.8112733,-0.024041131,3.247286
13d0b4314e,-0.15512381,0.7644114,-0.5707029
892b8a0cf8,-0.22546668,1.5526764,-1.1287532
5d8102cab8,3.1460755,-0.492086,-2.6002326
3fcdacf90f,-2.3847346,1.2983711,1.5034204
17d1a66db4,0.55252796,0.36361426,-0.9685832
4d22612bb6,-0.31230468,0.87387407,-0.3483426
3cd2b0d233,1.4244794,-0.0052962527,-1.3635352
da72cfc9cc,1.4728252,0.3193224,-1.8763634
fd57cd4c4e,-2.556278,0.5377144,2.1770658
0a57a17968,0.31098223,0.84533125,-1.1000204
a9e176a76e,0.6715651,1.1507261,-1.6692001
41ff25c568,2.7736712,-0.37513274,-2.5836682
064b2cc709,2.8117993,-0.67595804,-2.124271
00b7a60703,-0.9137803,0.63723963,0.46203783
6896f19343,-0.8360364,0.7985406,0.15256974
cce4a3ca50,-1.3889561,1.8759627,-0.4580092
c9d4cf96af,2.4774556,-0.10251872,-2.3833182
733ac52be6,-3.3204968,-0.11640529,4.0315747
cf1a0bb3c2,0.27223194,0.84596777,-1.4042765
8b1ef2334e,0.9980654,0.17527953,-1.2476683
d31c27398f,-2.1474648,1.8986152,0.55702925
9f42f42b4f,-2.7105927,-0.44657612,3.8489757
98cfd1162e,2.5589156,-0.19198933,-2.213828
00c8cfed18,2.4961462,0.18776669,-2.5561006
bbe85e3495,1.3037057,0.4151069,-1.7859468
0cc4081476,-2.8823955,0.090997905,3.4668827
c45f5fb9e6,-3.418262,0.75935185,3.2045784
7e5457bddf,-2.7740388,0.44108766,2.8211389
d138ab0b3a,-0.30675858,0.37976915,0.046734028
6ade83d96d,-1.2300961,1.7684474,-0.45612147
fbbeb51073,-3.0741777,-0.024003595,3.636633
74b57c43cc,0.6673779,0.2346345,-0.75322914
f7638c4126,0.31221178,0.5232266,-0.6058678
562c683a44,-2.6119928,-0.22085987,3.409712
1f403981ef,0.80485904,0.649794,-1.456907
9358a6253c,0.36915585,1.2386286,-1.4418168
628bab2c42,2.5922928,-0.19655757,-2.438848
d934e438cc,1.5936244,0.14651883,-1.6375486
548b9da461,-2.6522465,0.1253272,2.8355732
e0f9a074cf,-1.5699003,0.08242178,1.8038971
5fb992345d,-1.7805024,-0.28259182,2.7070518
590ede849e,1.230267,0.65197355,-2.0332255
b78e0c4c19,-3.1028833,-0.20150502,3.653114
02073f1c62,1.3415508,0.23069212,-1.4847229
112da4faa0,-2.6370456,1.5661409,1.1878713
1d3c1b4821,-0.25877804,0.67109716,-0.49056026
70d05bf740,-1.2992823,1.0491116,0.61103743
816bbfcd52,-3.0274148,0.02875036,3.3663676
40760ea4e8,0.39560515,0.7695407,-1.150047
d6738c3768,-2.0762024,0.48856986,1.880553
e0d893b360,-1.952475,0.53848696,1.7997516
e344ef4cf6,-1.0832728,1.2594733,-0.0857907
84f961fdb2,-3.3352427,0.19774969,3.6216319
c002c2eddd,-3.0560327,-0.09848596,3.7326436
7369cf2fc5,-1.8595814,1.9634807,0.11456363
543a06c64b,1.3242068,0.50358325,-1.7978636
1047b78606,-2.764901,-0.49686617,4.167474
62dd5efb10,-2.0435305,1.1796151,0.85375303
4652d96d01,-2.3561182,1.3923528,1.18113
1f9019bba5,-0.42935196,0.08680258,0.7255223
e8a7f5e1a3,0.91974384,0.25350785,-1.1129425
2f2721c6fe,-0.021249425,0.8612292,-0.7797929
9c52e5ba66,-2.378448,-0.4791022,3.4843397
d72748e39c,1.9678218,0.27254045,-2.0658524
bb96cfef66,2.4446843,-0.49623352,-1.8380562
14c6d8edd1,-3.8661528,1.75709,2.1499171
44c3407b4d,1.7728745,0.21191807,-1.9712487
6f15fcf64e,2.8776634,-0.33019376,-2.6758127
5a4ebbbdba,-0.28689146,0.97906315,-0.5866816
6ee991d0cd,2.2629008,0.38023674,-2.76831
9932b9c033,2.4159474,-0.13453075,-2.16921
8ba9d3448f,-2.962498,1.0622228,2.0871716
f6f7382036,0.82383245,0.556049,-1.3234342
a93501213c,-2.8268638,-0.2577226,3.6366527
703a5708f6,-1.1788765,0.93525493,0.35238764
683149f529,-1.5163964,0.95203966,0.35637376
9a00c7fd06,2.1794057,-0.0171047,-2.1225595
9a1177c3fb,0.41425353,0.97934186,-1.399025
226dcfa96d,-1.4687088,1.1537967,0.16036612
e4364d95c3,1.6747017,0.016489238,-1.7452
b14b4d5209,-1.7317148,-0.29843295,2.8101926
f04b0ca7f2,-0.49375385,0.7607423,-0.2129376
44c7e944b9,2.3058953,-0.14661996,-2.249184
fb6110efb9,-0.61013204,0.46097183,0.48527402
61c907173c,0.5888441,0.8681408,-1.0668277
2334ad25e6,2.7778506,-0.36979163,-2.506524
c2484278c9,-2.1529202,0.95144504,1.514776
e39cb0ca13,-1.839234,0.8969326,1.2689304
5f54c3d4cb,1.1800301,0.35171318,-1.5834183
62e1413e85,-2.9526029,-0.2597083,3.9117374
d7b287d1e7,0.08545509,0.9535811,-1.004136
67ff57361c,-2.505927,1.6047063,1.0239354
762a44afb6,-0.44594598,1.6532211,-1.0984253
1a38bc0602,2.8048434,-0.19265153,-2.5223603
a0c3ef4a01,-2.2891326,-0.3240878,3.4001303
de2a14a465,-1.1067252,1.9901106,-0.65911555
94488794d4,-1.4082086,1.402813,0.08612303
12b631ca7b,-2.9707499,0.29297602,3.1550102
95dfefd4e7,-2.2118096,0.40468055,2.267902
e637c11dca,1.4714444,0.057803035,-1.4465562
3775d15b1d,-0.22840525,0.37347746,-0.13018468
7f62c60ffe,-1.0338457,1.7745118,-0.87005395
a5abb95859,-3.3947773,0.34841537,3.411879
e32bcc9304,-1.8076062,0.86486703,1.3420712
f4e8990f70,2.1387572,-0.09723548,-2.0899708
2f9f6f89cd,-1.8446448,1.8334802,0.17746851
a86d48a430,-2.5118637,1.3949203,1.3912843
1e2e4371a9,3.278798,-0.95906776,-2.2072074
dd3dbdf77e,-1.7925136,1.5651181,0.51213133
8d4c510735,0.7819247,0.5265099,-1.3372805
4ea8274298,-1.0343558,1.7646315,-0.5604597
b521edea57,-2.389187,-0.19999053,3.1641057
a74b7578a5,0.8357302,0.6663858,-1.5151294
173738ce2a,-1.9764848,1.52853,0.5717331
674bb5ca74,-1.8885479,1.808459,-0.015490316
6e424d5ccf,1.6535251,0.52711153,-2.0973485
d4305524e2,0.593214,0.46588033,-1.0917324
e71ac19463,-1.2714715,1.079534,0.38809076
ab464f70e6,0.69192404,0.54943943,-1.1537257
d546f8c422,-2.4709969,-0.66305804,3.9283915
bab26fdc24,1.9558847,0.08350901,-2.0674396
4f0c1d97c4,1.3101255,0.532598,-1.8809952
24a7c7e988,-1.3249152,1.8900328,-0.45555452
b7b0f4fb71,-2.6393187,0.61296594,2.238539
6957e5f1bf,0.39537397,1.1807532,-1.4546846
ee87e14bee,-2.9941587,0.4706701,2.9156773
0f9b915617,1.275933,0.4189102,-1.7051486
f3afed1887,-2.9376402,0.39085597,3.0497007
51d74124da,1.6583171,0.19979158,-1.9561845
bcd831b113,-2.0067477,0.39177138,1.964793
f39c65d9ef,0.82778317,0.40531653,-0.98086166
1a9933a4fe,-1.9851537,-1.0967454,4.034342
c4453ff2b8,-2.8859844,0.49808002,2.8085194
a3f0f32135,-0.71281445,0.7085792,0.16593364
f433396b44,-0.96201235,1.1114846,0.22997794
6388c670c6,1.2472949,0.69773066,-1.876751
bc3032341b,-0.22570944,0.4572295,-0.004689522
b7c1a22a62,0.34982023,0.60766125,-0.89157873
ca66e5e4b6,-2.581986,-0.51678216,4.06609
be16255b41,-0.10994254,0.7319008,-0.6962263
8fa75341d4,-2.154045,0.38957733,1.8018919
d147a9feb1,0.73494107,0.56315774,-1.2813612
afc17894d4,1.1970313,0.3975976,-1.1421553
03b569041c,-1.6437984,1.6078206,0.079796635
ea5c577cb7,2.55271,-0.1680694,-2.3005838
9891da8fff,3.0219097,-0.42798698,-2.7134302
5f42a2d026,1.2874069,0.97860175,-2.4683115
d3a576d221,-0.3376804,1.4674492,-1.0987296
